a0449 com06,organizacion del computador 
a0522 com01,organizacion del computador i 
a0522 com02,organizacion del computador i 
a0522 com03,organizacion del computador i 
a0522 com04,organizacion del computador i 
a0522 com05,organizacion del computador i 
a0522 com06,organizacion del computador i 
a0530 com01,organizacion del computador ii 
a0254 com01,organizacion escolar 
a0255 com01,organizacion industrial 
a0256 com01,organizaciones y comunicacion 
a0257 com01,pedagogia 
a0606 com01,perspectiva de generos: aportes y debates 
a0259 com01,perspectivas y problemas del urbanismo moderno 
a0260 com01,planeamiento y control organizacional 
a0260 com02,planeamiento y control organizacional 
a0260 com03,planeamiento y control organizacional 
a0260 com04,planeamiento y control organizacional 
a0261 com01,planificacion de politicas publicas 
a0264 com01,politica 
a0264 com02,politica 
a0264 com03,politica 
a0266 com01,politica educacional 
a0267 com01,politica social i: politica y cuestion social 
a0268 com01,politica social ii: teorias de la politica social 
a0588 com01,politica social iii: politica social argentina 
a0275 com01,portugues i 
a0275 com02,portugues i 
a0275 com03,portugues i 
a0275 com04,portugues i 
a0275 com05,portugues i 
a0275 com06,portugues i 
a0275 com07,portugues i 
a0275 com08,portugues i 
a0275 com09,portugues i 
a0275 com10,portugues i 
a0275 com11,portugues i 
a0276 com01,portugues ii 
a0276 com02,portugues ii 
a0276 com03,portugues ii 
a0276 com04,portugues ii 
a0276 com05,portugues ii 
a0276 com06,portugues ii 
a0277 com01,"practica pre profesional/ de investigacion (cultura y
lenguajes artisticos) "
a0278 com01,practica pre-profesional  
a0279 com01,practica profesional  
a0607 com01,practica profesional supervisada 
a0280 com01,practica profesional supervisada  
a0281 com01,"practica profesional supervisada 
 "
a0567 com01,"practica profesional supervisada (ingenieria quimica -
anual) "
a0282 com01,principios de economia 
a0284 com01,probabilidad y estadistica 
a0285 com01,problemas culturales latinoamericanos 
a0286 com01,problemas de arte argentino y latinoamericano i 
a0288 com01,problemas de filosofia 
a0288 com02,problemas de filosofia 
a0288 com03,problemas de filosofia 
a0288 com04,problemas de filosofia 
a0289 com01,problemas de historia argentina contemporanea 
a0289 com02,problemas de historia argentina contemporanea 
a0289 com03,problemas de historia argentina contemporanea 
a0290 com01,problemas del conocimiento historico 
a0294 com01,problemas politicos internacionales 
a0294 com02,problemas politicos internacionales 
a0002 com01,problemas socioeconomicos contemporaneos 
a0002 com02,problemas socioeconomicos contemporaneos 
a0002 com03,problemas socioeconomicos contemporaneos 
a0002 com04,problemas socioeconomicos contemporaneos 
a0002 com05,problemas socioeconomicos contemporaneos 
a0002 com06,problemas socioeconomicos contemporaneos 
a0002 com07,problemas socioeconomicos contemporaneos 
a0002 com08,problemas socioeconomicos contemporaneos 
a0002 com09,problemas socioeconomicos contemporaneos 
a0002 com10,problemas socioeconomicos contemporaneos 
a0002 com11,problemas socioeconomicos contemporaneos 
a0002 com12,problemas socioeconomicos contemporaneos 
a0002 com13,problemas socioeconomicos contemporaneos 
a0002 com14,problemas socioeconomicos contemporaneos 
a0002 com15,problemas socioeconomicos contemporaneos 
a0002 com16,problemas socioeconomicos contemporaneos 
a0002 com17,problemas socioeconomicos contemporaneos 
a0002 com18,problemas socioeconomicos contemporaneos 
a0002 com19,problemas socioeconomicos contemporaneos 
a0002 com20,problemas socioeconomicos contemporaneos 
a0002 com21,problemas socioeconomicos contemporaneos 
a0002 com22,problemas socioeconomicos contemporaneos 
a0002 com23,problemas socioeconomicos contemporaneos 
a0002 com24,problemas socioeconomicos contemporaneos 
a0002 com26,problemas socioeconomicos contemporaneos 
a0002 com27,problemas socioeconomicos contemporaneos 
a0002 com28,problemas socioeconomicos contemporaneos 
a0002 com29,problemas socioeconomicos contemporaneos 
a0002 com30,problemas socioeconomicos contemporaneos 
a0002 com31,problemas socioeconomicos contemporaneos 
a0002 com32,problemas socioeconomicos contemporaneos 
a0002 com33,problemas socioeconomicos contemporaneos 
a0002 com34,problemas socioeconomicos contemporaneos 
a0002 com35,problemas socioeconomicos contemporaneos 
a0002 com37,problemas socioeconomicos contemporaneos 
a0297 com01,"problemas, instituciones y politicas de seguridad social
"
a0298 com01,problematica educativa 
a0298 com02,problematica educativa 
a0298 com03,problematica educativa 
a0298 com04,problematica educativa 
a0298 com05,problematica educativa 
a0298 com06,problematica educativa 
a0298 com07,problematica educativa 
a0299 com01,procesos de modernizacion en el sector publico 
a0450 com01,programacion i 
a0450 com02,programacion i 
a0450 com03,programacion i 
a0450 com04,programacion i 
a0450 com05,programacion i 
a0450 com06,programacion i 
a0450 com07,programacion i 
a0451 com01,programacion ii 
a0451 com02,programacion ii 
a0451 com03,programacion ii 
a0451 com04,programacion ii 
a0451 com05,programacion ii 
a0452 com01,programacion iii 
a0452 com02,programacion iii 
a0301 com01vt,programacion y metodos numericos 
a0566 com01,proyecto final  
a0676 com01,proyecto final de ingenieria electromecanica 
a0302 com01,proyecto industrial  
a0303 com01,proyecto integrador final  
a0528 com01,proyecto profesional i 
a0528 com02,proyecto profesional i 
a0531 com01,proyecto profesional ii 
a0304 com01,psicologia educacional 
a0305 com01,psicologia general 
a0015 com01,quimica analitica ii 
a0010 com01,quimica de la vida 
a0010 com02,quimica de la vida 
a0003 com01,quimica general 
a0003 com02,quimica general 
a0003 com03,quimica general 
a0003 com04,quimica general 
a0003 com05,quimica general 
a0003 com06,quimica general 
a0003 com07,quimica general 
a0003 com08,quimica general 
a0004 com01,quimica inorganica 
a0004 com02,quimica inorganica 
a0004 com03,quimica inorganica 
a0004 com04,quimica inorganica 
a0007 com01,quimica organica 
a0007 com02,quimica organica 
a0007 com03,quimica organica 
a0517 com01,regimen tributario 
a0306 com01,"residencia i. la escuela: ambito del trabajo docente  | residencia i. la escuela: ambito del trabajo docente
"
a0306 com02,"residencia i. la escuela: ambito del trabajo docente  | residencia i. la escuela: ambito del trabajo docente
"
a0306 com04,"residencia i. la escuela: ambito del trabajo docente  | residencia i. la escuela: ambito del trabajo docente
"
a0306 com05,"residencia i. la escuela: ambito del trabajo docente  | residencia i. la escuela: ambito del trabajo docente
"
a0306 com06,"residencia i. la escuela: ambito del trabajo docente
"
a0306 com07,"residencia i. la escuela: ambito del trabajo docente
"
a0306 com08,"residencia i. la escuela: ambito del trabajo docente  | residencia i. la escuela: ambito del trabajo docente
"
a0307 com01,residencia ii en economia  
a0308 com01,residencia ii en filosofia  
a0309 com01,residencia ii en fisica  
a0508 com01,residencia ii en geografia  
a0112 com01,residencia ii en historia  
a0494 com01,residencia ii en lengua y literatura  
a0111 com01,residencia ii en matematica  
a0310 com01,restauracion de ambientes degradados 
a0633 com01,robotica tecnica 
a0318 com01,seminario de investigacion en historia 
a0681 com01,"seminario de investigacion en linguistica y literatura:
ensenar lectura y escritura en el mundo digital "
a0321 com01,seminario sobre oficio docente 
a0322 com01,seminario sobre problema filosofico 
a0323 com01,"seminario: investigacion de mercados, medios y opinion
"
a0404 com01,"seminario: medios, politica y ciudadania "
a0491 com01,sintaxis y variacion linguistica 
a0491 com02,sintaxis y variacion linguistica 
a0491 com03,sintaxis y variacion linguistica 
a0325 com01,"sistemas de administracion financiera en el sector
publico "
a0455 com01,sistemas de control 
a0672 com01,sistemas de control automatico 
a0513 com01,sistemas de informacion 
a0326 com01,sistemas de informacion contable 
a0511 com01,sistemas de informacion contable i 
a0512 com01,sistemas de informacion contable ii 
a0512 com02,sistemas de informacion contable ii 
a0327 com01,sistemas de representacion 
a0327 com02,sistemas de representacion 
a0327 com03,sistemas de representacion 
a0327 com04,sistemas de representacion 
a0327 com05,sistemas de representacion 
a0327 com06,sistemas de representacion 
a0327 com07,sistemas de representacion 
a0327 com08,sistemas de representacion 
a0329 com01,sistemas economicos comparados 
a0329 com02,sistemas economicos comparados 
a0457 com01,sistemas operativos y redes 
a0457 com02,sistemas operativos y redes 
a0523 com01,sistemas operativos y redes i 
a0523 com02,sistemas operativos y redes i 
a0533 com01,sistemas operativos y redes ii 
a0331 com02,sociologia 
a0332 com01,sociologia clasica 
a0332 com02,sociologia clasica 
a0332 com04,sociologia clasica 
a0332 com06,sociologia clasica 
a0332 com07,sociologia clasica 
a0334 com01,sociologia contemporanea 
a0334 com02,sociologia contemporanea 
a0334 com03,sociologia contemporanea 
a0334 com04,sociologia contemporanea 
a0335 com01,sociologia de la cultura 
a0337 com01,sociologia industrial 
a0337 com02,sociologia industrial 
a0338 com01,sociologia politica 
a0458 com01,taller de aplicacion i: escala nacional 
a0460 com01,taller de aplicacion iii: escala municipal 
a0461 com01,taller de aplicacion inicial 
a0628 com01,"taller de desarrollo profesional a: nucleo educacion
mas alla de la escuela "
